,Flood_level,NO_OP_Prop_exp,NO_OP_AAPE,OP1_Prop_exp,OP1_AAPE,OP2_Prop_exp,OP2_AAPE,OP3_Prop_exp,OP3_AAPE,OP4_Prop_exp,OP4_AAPE
2.81,2.81,1681,1107.7,1591,996.7,1681,1107.7,1299,590.0,746,590.0
2.82,2.82,1683,1110.7,1593,999.7,1683,1110.7,1301,593.0,748,593.0
2.83,2.83,1683,1110.7,1593,999.7,1683,1110.7,1301,593.0,748,593.0
2.84,2.84,1684,1111.9,1594,1000.9,1684,1111.9,1302,594.2,749,594.2
2.85,2.85,1687,1114.9,1596,1002.5,1687,1114.9,1305,597.2,752,597.2
2.86,2.86,1687,1114.9,1597,1003.9,1687,1114.9,1305,597.2,752,597.2
2.87,2.87,1690,1117.9,1599,1005.4,1690,1117.9,1308,600.2,755,600.2
2.88,2.88,1690,1118.0,1600,1007.0,1690,1118.0,1308,600.3,755,600.3
2.89,2.89,1692,1120.3,1601,1008.2,1692,1120.3,1310,602.6,757,602.6
2.9,2.9,1690,1118.0,1600,1007.0,1690,1118.0,1308,600.3,755,600.3
2.91,2.91,1695,1125.2,1605,1014.2,1695,1125.2,1313,607.5,760,607.5
2.92,2.92,1699,1130.8,1609,1019.8,1699,1130.8,1317,613.1,764,613.1
2.93,2.93,1699,1130.8,1609,1019.8,1699,1130.8,1317,613.1,764,613.1
2.94,2.94,1700,1131.9,1610,1020.9,1700,1131.9,1318,614.2,765,614.2
2.95,2.95,1700,1131.9,1610,1020.9,1700,1131.9,1318,614.2,765,614.2
2.96,2.96,1702,1134.7,1612,1023.7,1702,1134.7,1320,617.0,767,617.0
2.97,2.97,1703,1135.8,1613,1024.8,1703,1135.8,1321,618.1,768,618.1
2.98,2.98,1704,1137.3,1614,1026.3,1704,1137.3,1322,619.6,769,619.6
2.99,2.99,1706,1140.4,1615,1027.9,1706,1140.4,1324,622.7,771,622.7
3.0,3.0,1707,1141.6,1617,1030.6,1707,1141.6,1325,623.9,772,623.9
3.01,3.01,1709,1144.7,1619,1033.7,1709,1144.7,1327,627.0,774,627.0
3.02,3.02,1710,1145.9,1620,1034.9,1710,1145.9,1328,628.2,775,628.2
3.03,3.03,1712,1148.6,1622,1037.6,1712,1148.6,1330,630.9,777,630.9
3.04,3.04,1716,1152.5,1625,1041.5,1716,1152.5,1334,634.8,781,634.8
3.05,3.05,1723,1160.8,1631,1049.8,1723,1160.8,1341,643.1,788,643.1
3.06,3.06,1724,1161.1,1632,1050.1,1724,1161.1,1342,643.4,789,643.4
3.07,3.07,1726,1164.1,1635,1053.1,1726,1164.1,1344,646.4,791,646.4
3.08,3.08,1731,1169.5,1639,1057.0,1731,1169.5,1349,651.8,796,651.8
3.09,3.09,1731,1169.5,1640,1058.5,1731,1169.5,1349,651.8,796,651.8
3.1,3.1,1732,1171.2,1641,1060.2,1732,1171.2,1350,653.5,797,653.5
3.11,3.11,1733,1172.8,1641,1060.2,1733,1172.8,1351,655.1,798,655.1
3.12,3.12,1735,1176.0,1644,1065.0,1735,1176.0,1353,658.3,800,658.3
3.13,3.13,1739,1182.1,1648,1071.1,1739,1182.1,1357,664.4,804,664.4
3.14,3.14,1740,1182.9,1649,1071.9,1740,1182.9,1358,665.2,805,665.2
3.15,3.15,1741,1184.6,1650,1073.6,1741,1184.6,1359,666.9,806,666.9
3.16,3.16,1745,1190.2,1653,1078.1,1745,1190.2,1363,672.5,810,672.5
3.17,3.17,1744,1188.5,1653,1077.5,1744,1188.5,1362,670.8,809,670.8
3.18,3.18,1748,1194.1,1657,1083.1,1748,1194.1,1366,676.4,813,676.4
3.19,3.19,1749,1195.8,1658,1084.8,1749,1195.8,1367,678.1,814,678.1
3.2,3.2,1749,1195.8,1658,1084.8,1749,1195.8,1367,678.1,814,678.1
3.21,3.21,1751,1198.4,1660,1087.4,1751,1198.4,1369,680.7,816,680.7
3.22,3.22,1753,1201.0,1662,1090.0,1753,1201.0,1371,683.3,818,683.3
3.23,3.23,1756,1204.7,1665,1093.7,1756,1204.7,1374,687.0,821,687.0
3.24,3.24,1759,1208.9,1668,1097.9,1759,1208.9,1377,691.2,824,691.2
3.25,3.25,1763,1214.5,1673,1103.5,1763,1214.5,1381,696.8,828,696.8
3.26,3.26,1763,1214.5,1673,1103.5,1763,1214.5,1381,696.8,828,696.8
3.27,3.27,1764,1215.6,1673,1103.5,1764,1215.6,1382,697.9,829,697.9
3.28,3.28,1767,1218.5,1675,1105.0,1767,1218.5,1385,700.8,832,700.8
3.29,3.29,1768,1220.0,1676,1106.5,1768,1220.0,1386,702.3,833,702.3
3.3,3.3,1770,1223.4,1679,1111.3,1770,1223.4,1388,705.7,835,705.7
3.31,3.31,1770,1223.4,1680,1112.4,1770,1223.4,1388,705.7,835,705.7
3.32,3.32,1773,1228.1,1683,1117.1,1773,1228.1,1391,710.4,838,710.4
3.33,3.33,1775,1229.8,1685,1118.8,1775,1229.8,1393,712.1,840,712.1
3.34,3.34,1775,1229.8,1685,1118.8,1775,1229.8,1393,712.1,840,712.1
3.35,3.35,1776,1229.8,1686,1118.8,1776,1229.8,1394,712.1,841,712.1
3.36,3.36,1775,1229.8,1685,1118.8,1775,1229.8,1393,712.1,840,712.1
3.37,3.37,1780,1235.8,1690,1124.8,1780,1235.8,1398,718.1,845,718.1
3.38,3.38,1782,1238.4,1692,1127.4,1782,1238.4,1400,720.7,847,720.7
3.39,3.39,1782,1238.4,1692,1127.4,1782,1238.4,1400,720.7,847,720.7
3.4,3.4,1782,1238.4,1692,1127.4,1782,1238.4,1400,720.7,847,720.7
3.41,3.41,1782,1238.4,1692,1127.4,1782,1238.4,1400,720.7,847,720.7
3.42,3.42,1782,1238.4,1692,1127.4,1782,1238.4,1400,720.7,847,720.7
3.43,3.43,1785,1242.8,1695,1131.8,1785,1242.8,1403,725.1,850,725.1
3.44,3.44,1786,1244.3,1696,1133.3,1786,1244.3,1404,726.6,851,726.6
3.45,3.45,1786,1244.4,1695,1131.8,1786,1244.4,1404,726.7,851,726.7
3.46,3.46,1788,1247.0,1697,1134.4,1788,1247.0,1406,729.3,853,729.3
3.47,3.47,1789,1248.6,1698,1136.0,1789,1248.6,1407,730.9,854,730.9
3.48,3.48,1789,1248.6,1698,1136.0,1789,1248.6,1407,730.9,854,730.9
3.49,3.49,1791,1251.7,1700,1139.1,1791,1251.7,1409,734.0,856,734.0
3.5,3.5,1791,1251.7,1701,1140.7,1791,1251.7,1409,734.0,856,734.0
3.51,3.51,1792,1253.3,1702,1142.3,1792,1253.3,1410,735.6,857,735.6
3.52,3.52,1792,1253.3,1702,1142.3,1792,1253.3,1410,735.6,857,735.6
3.53,3.53,1793,1254.8,1703,1143.8,1793,1254.8,1411,737.1,858,737.1
3.54,3.54,1793,1254.8,1703,1143.8,1793,1254.8,1411,737.1,858,737.1
3.55,3.55,1794,1256.4,1704,1145.4,1794,1256.4,1412,738.7,859,738.7
3.56,3.56,1796,1259.5,1706,1148.5,1796,1259.5,1414,741.8,861,741.8
3.57,3.57,1796,1259.5,1706,1148.5,1796,1259.5,1414,741.8,861,741.8
3.58,3.58,1798,1262.5,1708,1151.5,1798,1262.5,1416,744.8,863,744.8
3.59,3.59,1798,1262.5,1708,1151.5,1798,1262.5,1416,744.8,863,744.8
3.6,3.6,1798,1262.5,1708,1151.5,1798,1262.5,1416,744.8,863,744.8
3.61,3.61,1798,1262.5,1708,1151.5,1798,1262.5,1416,744.8,863,744.8
3.62,3.62,1800,1265.3,1710,1154.3,1800,1265.3,1418,747.6,865,747.6
3.63,3.63,1800,1265.3,1710,1154.3,1800,1265.3,1418,747.6,865,747.6
3.64,3.64,1800,1265.3,1710,1154.3,1800,1265.3,1418,747.6,865,747.6
3.65,3.65,1800,1265.3,1710,1154.3,1800,1265.3,1418,747.6,865,747.6
3.66,3.66,1800,1265.3,1710,1154.3,1800,1265.3,1418,747.6,865,747.6
3.67,3.67,1800,1265.3,1710,1154.3,1800,1265.3,1418,747.6,865,747.6
3.68,3.68,1801,1266.9,1711,1155.9,1801,1266.9,1419,749.2,866,749.2
3.69,3.69,1801,1266.9,1711,1155.9,1801,1266.9,1419,749.2,866,749.2
3.7,3.7,1801,1266.9,1711,1155.9,1801,1266.9,1419,749.2,866,749.2
3.71,3.71,1801,1266.9,1711,1155.9,1801,1266.9,1419,749.2,866,749.2
3.72,3.72,1801,1266.9,1711,1155.9,1801,1266.9,1419,749.2,866,749.2
3.73,3.73,1801,1266.9,1711,1155.9,1801,1266.9,1419,749.2,866,749.2
3.74,3.74,1801,1266.9,1711,1155.9,1801,1266.9,1419,749.2,866,749.2
3.75,3.75,1802,1268.0,1712,1157.0,1802,1268.0,1420,750.3,867,750.3
3.76,3.76,1802,1268.0,1712,1157.0,1802,1268.0,1420,750.3,867,750.3
3.77,3.77,1803,1269.6,1713,1158.6,1803,1269.6,1421,751.9,868,751.9
3.78,3.78,1803,1269.6,1713,1158.6,1803,1269.6,1421,751.9,868,751.9
3.79,3.79,1805,1272.8,1715,1161.8,1805,1272.8,1423,755.1,870,755.1
3.8,3.8,1804,1271.2,1714,1160.2,1804,1271.2,1422,753.5,869,753.5
3.81,3.81,1806,1274.3,1715,1161.8,1806,1274.3,1424,756.6,871,756.6
3.82,3.82,1806,1274.3,1716,1163.3,1806,1274.3,1424,756.6,871,756.6
3.83,3.83,1807,1275.8,1717,1164.8,1807,1275.8,1425,758.1,872,758.1
3.84,3.84,1807,1275.8,1717,1164.8,1807,1275.8,1425,758.1,872,758.1
3.85,3.85,1807,1275.8,1717,1164.8,1807,1275.8,1425,758.1,872,758.1
3.86,3.86,1807,1275.8,1717,1164.8,1807,1275.8,1425,758.1,872,758.1
3.87,3.87,1808,1277.3,1717,1164.8,1808,1277.3,1426,759.6,873,759.6
3.88,3.88,1809,1278.8,1718,1166.3,1809,1278.8,1427,761.1,874,761.1
3.89,3.89,1809,1278.8,1718,1166.3,1809,1278.8,1427,761.1,874,761.1
3.9,3.9,1810,1279.9,1719,1167.4,1810,1279.9,1428,762.2,875,762.2
3.91,3.91,1811,1281.5,1720,1169.0,1811,1281.5,1429,763.8,876,763.8
3.92,3.92,1813,1284.4,1723,1173.4,1813,1284.4,1431,766.7,878,766.7
3.93,3.93,1814,1286.0,1724,1175.0,1814,1286.0,1432,768.3,879,768.3
3.94,3.94,1815,1287.6,1725,1176.6,1815,1287.6,1433,769.9,880,769.9
3.95,3.95,1815,1287.6,1725,1176.6,1815,1287.6,1433,769.9,880,769.9
3.96,3.96,1815,1287.6,1725,1176.6,1815,1287.6,1433,769.9,880,769.9
3.97,3.97,1815,1287.6,1725,1176.6,1815,1287.6,1433,769.9,880,769.9
3.98,3.98,1815,1287.6,1725,1176.6,1815,1287.6,1433,769.9,880,769.9
3.99,3.99,1815,1287.6,1725,1176.6,1815,1287.6,1433,769.9,880,769.9
4.0,4.0,1817,1290.8,1726,1178.2,1817,1290.8,1435,773.1,882,773.1
4.01,4.01,1818,1292.4,1728,1181.4,1818,1292.4,1436,774.7,883,774.7
4.02,4.02,1818,1292.4,1728,1181.4,1818,1292.4,1436,774.7,883,774.7
4.03,4.03,1818,1292.4,1728,1181.4,1818,1292.4,1436,774.7,883,774.7
4.04,4.04,1818,1292.4,1728,1181.4,1818,1292.4,1436,774.7,883,774.7
4.05,4.05,1818,1292.4,1728,1181.4,1818,1292.4,1436,774.7,883,774.7
4.06,4.06,1818,1292.4,1728,1181.4,1818,1292.4,1436,774.7,883,774.7
4.07,4.07,1818,1292.4,1728,1181.4,1818,1292.4,1436,774.7,883,774.7
4.08,4.08,1818,1292.4,1728,1181.4,1818,1292.4,1436,774.7,883,774.7
4.09,4.09,1820,1295.2,1730,1184.2,1820,1295.2,1438,777.5,885,777.5
4.1,4.1,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.11,4.11,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.12,4.12,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.13,4.13,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.14,4.14,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.15,4.15,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.16,4.16,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.17,4.17,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.18,4.18,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.19,4.19,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.2,4.2,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.21,4.21,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.22,4.22,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.23,4.23,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.24,4.24,1821,1296.4,1731,1185.4,1821,1296.4,1439,778.7,886,778.7
4.25,4.25,1822,1297.5,1732,1186.5,1822,1297.5,1440,779.8,887,779.8
4.26,4.26,1822,1297.5,1732,1186.5,1822,1297.5,1440,779.8,887,779.8
4.27,4.27,1822,1297.5,1732,1186.5,1822,1297.5,1440,779.8,887,779.8
4.28,4.28,1822,1297.5,1732,1186.5,1822,1297.5,1440,779.8,887,779.8
4.29,4.29,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.3,4.3,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.31,4.31,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.32,4.32,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.33,4.33,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.34,4.34,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.35,4.35,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.36,4.36,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.37,4.37,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.38,4.38,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.39,4.39,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.4,4.4,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.41,4.41,1823,1298.6,1733,1187.6,1823,1298.6,1441,780.9,888,780.9
4.42,4.42,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.43,4.43,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.44,4.44,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.45,4.45,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.46,4.46,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.47,4.47,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.48,4.48,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.49,4.49,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.5,4.5,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.51,4.51,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.52,4.52,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.53,4.53,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.54,4.54,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.55,4.55,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.56,4.56,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.57,4.57,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.58,4.58,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.59,4.59,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.6,4.6,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.61,4.61,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.62,4.62,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.63,4.63,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.64,4.64,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.65,4.65,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.66,4.66,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.67,4.67,1824,1299.7,1734,1188.7,1824,1299.7,1442,782.0,889,782.0
4.68,4.68,1825,1301.3,1735,1190.3,1825,1301.3,1443,783.6,890,783.6
4.69,4.69,1826,1302.9,1736,1191.9,1826,1302.9,1444,785.2,891,785.2
4.7,4.7,1826,1302.9,1736,1191.9,1826,1302.9,1444,785.2,891,785.2
4.71,4.71,1826,1302.9,1736,1191.9,1826,1302.9,1444,785.2,891,785.2
4.72,4.72,1826,1302.9,1736,1191.9,1826,1302.9,1444,785.2,891,785.2
4.73,4.73,1826,1302.9,1736,1191.9,1826,1302.9,1444,785.2,891,785.2
4.74,4.74,1827,1304.5,1737,1193.5,1827,1304.5,1445,786.8,892,786.8
4.75,4.75,1827,1304.5,1737,1193.5,1827,1304.5,1445,786.8,892,786.8
4.76,4.76,1827,1304.5,1737,1193.5,1827,1304.5,1445,786.8,892,786.8
4.77,4.77,1828,1304.5,1738,1193.5,1828,1304.5,1446,786.8,893,786.8
4.78,4.78,1828,1304.5,1738,1193.5,1828,1304.5,1446,786.8,893,786.8
4.79,4.79,1828,1304.5,1738,1193.5,1828,1304.5,1446,786.8,893,786.8
4.8,4.8,1828,1304.5,1738,1193.5,1828,1304.5,1446,786.8,893,786.8
4.81,4.81,1828,1304.5,1738,1193.5,1828,1304.5,1446,786.8,893,786.8
4.82,4.82,1828,1304.5,1738,1193.5,1828,1304.5,1446,786.8,893,786.8
4.83,4.83,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.84,4.84,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.85,4.85,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.86,4.86,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.87,4.87,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.88,4.88,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.89,4.89,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.9,4.9,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.91,4.91,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.92,4.92,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.93,4.93,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.94,4.94,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.95,4.95,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.96,4.96,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.97,4.97,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.98,4.98,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
4.99,4.99,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
5.0,5.0,1829,1306.1,1739,1195.1,1829,1306.1,1447,788.4,894,788.4
